time,open,high,low,close,volume,symbol,return_1,log_return_1,ma_5,return_5,volatility_5,ma_10,return_10,volatility_10,ma_21,return_21,volatility_21,lag_logret_1,lag_logret_2,lag_logret_3,lag_logret_4,lag_logret_5,mom_5,vol_change,vol_ma_5,rsi_14,macd,macd_signal,dayofweek,month,day
2023-12-13,60.33,60.42,59.03,59.12,4516351,VNM,-0.017287234042553168,-0.01743840300163768,,,,,,,,,,,,,,,,0.6178365875614658,,,-0.08296296296295935,-0.01659259259259187,2,12,13
2023-12-14,34.04,34.16,33.75,34.0,780657,BID,0.0,0.0,,,,,,,,,,-0.0073260400920727164,,,,,,-0.017428483682901508,,,-0.03534062223521062,-0.010259007637925494,3,12,14
2023-12-14,18.48,18.48,18.14,18.35,3875365,CTG,0.0,0.0,,,,,,,,,,-0.009221654717453731,,,,,,0.0671456391311196,,,-0.024031623119945777,-0.006976125193790211,3,12,14
2023-12-14,20.87,20.87,20.49,20.49,31784558,HPG,-0.011100386100386106,-0.01116245514047387,,,,,,,,,,-0.021485667755491544,,,,,,-0.04713462036053262,,,-0.08196069837095621,-0.022135729417780966,3,12,14
2023-12-14,55.78,56.12,55.78,56.05,841937,VCB,0.008456279237135655,0.008420725203810875,,,,,,,,,,-0.006098673611196759,,,,,,-0.27074399206593247,,,-0.010570368747011116,-0.006453674889003197,3,12,14
2023-12-14,41.1,41.25,40.25,40.3,4706774,VHM,-0.011042944785276121,-0.011104370734234426,,,,,,,,,,-0.007334996211565414,,,,,,-0.5266362131733803,,,-0.0783061825796949,-0.019490296344999936,3,12,14
2023-12-14,59.29,59.72,59.12,59.29,1463160,VNM,0.0028755074424899885,0.0028713810793297156,,,,,,,,,,-0.01743840300163768,,,,,,-0.6760304945297653,,,-0.13345573493721474,-0.03996522106151645,3,12,14
2023-12-15,33.88,34.08,33.71,33.92,562608,BID,-0.0023529411764705577,-0.002355713692459016,,,,,,,,,,0.0,-0.0073260400920727164,,,,,-0.27931473105345883,,,-0.05338329500276018,-0.018883865110892434,4,12,15
2023-12-15,18.18,18.42,18.07,18.31,3970818,CTG,-0.0021798365122617236,-0.0021822158141602266,,,,,,,,,,0.0,-0.009221654717453731,,,,,0.024630712203882688,,,-0.03515192265316358,-0.012611284685664886,4,12,15
2023-12-15,20.53,20.61,20.26,20.3,34693422,HPG,-0.009272816007808604,-0.009316076203066626,,,,,,,,,,-0.01116245514047387,-0.021485667755491544,,,,,0.09151815167604349,,,-0.13227281913088262,-0.0441631473604013,4,12,15
2023-12-15,55.78,56.05,54.59,54.59,2531751,VCB,-0.026048171275646625,-0.026393433724502202,,,,,,,,,,0.008420725203810875,-0.006098673611196759,,,,,2.0070551597090995,,,-0.11394894558959834,-0.027952729029122228,4,12,15
2023-12-15,40.45,40.55,39.85,39.9,6801507,VHM,-0.00992555831265507,-0.00997514505681929,,,,,,,,,,-0.011104370734234426,-0.007334996211565414,,,,,0.4450464373262877,,,-0.15192378627740766,-0.04597699433148148,4,12,15
2023-12-15,59.38,59.46,59.03,59.03,3741675,VNM,-0.0043852251644459495,-0.004394868466678581,,,,,,,,,,0.0028713810793297156,-0.01743840300163768,,,,,1.557256212580989,,,-0.19223547668413943,-0.07041927218604105,4,12,15
2023-12-18,33.55,33.92,33.1,33.51,679053,BID,-0.012087264150943522,-0.012160909174483425,33.936,,,,,,,,,-0.002355713692459016,0.0,-0.0073260400920727164,,,,0.20697359440320784,754941.6,,-0.09961748825365646,-0.03503058973944524,0,12,18
2023-12-18,18.18,18.31,17.87,17.87,3838367,CTG,-0.024030584380120068,-0.02432402951508239,18.28,,,,,,,,,-0.0021822158141602266,0.0,-0.009221654717453731,,,,-0.033356099423342944,3732666.4,,-0.07856353143100137,-0.025801734034732186,0,12,18
2023-12-18,20.38,20.45,20.15,20.15,14883440,HPG,-0.007389162561576512,-0.0074165976550499835,20.566,,,,,,,,,-0.009316076203066626,-0.01116245514047387,-0.021485667755491544,,,,-0.5710010964038081,29282277.8,,-0.18214957677320953,-0.07176043324296294,0,12,18
2023-12-18,54.99,55.05,54.12,54.12,1805761,VCB,-0.00860963546437088,-0.008646912491079295,55.251999999999995,,,,,,,,,-0.026393433724502202,0.008420725203810875,-0.006098673611196759,,,,-0.2867541081251671,1468363.8,,-0.23113787108633232,-0.06858975744056425,0,12,18
2023-12-18,40.2,40.2,39.85,39.9,3564888,VHM,0.0,0.0,40.379999999999995,,,,,,,,,-0.00997514505681929,-0.011104370734234426,-0.007334996211565414,,,,-0.4758679216238402,6237653.2,,-0.20787007081234066,-0.07835560962765332,0,12,18
2023-12-18,59.03,59.12,58.08,58.08,3518371,VNM,-0.016093511773674463,-0.016224418736057622,59.136,,,,,,,,,-0.004394868466678581,0.0028713810793297156,-0.01743840300163768,,,,-0.059680223429346535,3206231.2,,-0.31188073900228375,-0.11871156554928959,0,12,18
2023-12-19,33.51,33.92,33.14,33.67,823834,BID,0.004774694121157941,0.004763331423764061,33.82,-0.016934306569343027,0.006547071396738095,,,,,,,-0.012160909174483425,-0.002355713692459016,0.0,-0.0073260400920727164,,-0.016934306569343027,0.2132101617988582,728131.2,,-0.12194208423936459,-0.05241288863942911,1,12,19
2023-12-19,17.9,18.18,17.8,18.18,2309159,CTG,0.017347509792948967,0.017198759577996103,18.212,-0.018358531317494542,0.015071420928018487,,,,,,,-0.02432402951508239,-0.0021822158141602266,0.0,-0.009221654717453731,,-0.018358531317494542,-0.39840067403664114,3525046.6,,-0.08695082000132359,-0.038031551228050464,1,12,19
2023-12-19,20.15,20.61,20.11,20.61,20502049,HPG,0.022828784119106826,0.022572106509676004,20.454,-0.026452527161077155,0.01653623549981036,,,,,,,-0.0074165976550499835,-0.009316076203066626,-0.01116245514047387,-0.021485667755491544,,-0.026452527161077155,0.37750741764000795,27044057.6,,-0.18245587319642098,-0.09389952123365455,1,12,19
2023-12-19,54.12,54.12,53.19,53.92,1964252,VCB,-0.003695491500369519,-0.003702336698535369,54.852,-0.03576537911301858,0.01252896336523929,,,,,,,-0.008646912491079295,-0.026393433724502202,0.008420725203810875,-0.006098673611196759,,-0.03576537911301858,0.0877696439340534,1659643.2,,-0.33627292244604234,-0.12212639044165988,1,12,19
2023-12-19,39.9,39.95,39.3,39.5,5229860,VHM,-0.010025062656641603,-0.010075651988741718,40.06999999999999,-0.037758830694275214,0.00452307848465655,,,,,,,0.0,-0.00997514505681929,-0.011104370734234426,-0.007334996211565414,,-0.037758830694275214,0.4670474920951233,6049255.6,,-0.28124257213386983,-0.11893300212889663,1,12,19
2023-12-19,58.16,58.42,57.47,58.08,3066185,VNM,0.0,0.0,58.720000000000006,-0.034574468085106336,0.009317645769505953,,,,,,,-0.016224418736057622,-0.004394868466678581,0.0028713810793297156,-0.01743840300163768,,-0.034574468085106336,-0.12852140948183122,3261148.4,,-0.4020657081802881,-0.17538239407548928,1,12,19
2023-12-20,34.25,34.33,33.35,33.75,1025521,BID,0.0023760023760022175,0.0023731841455556513,33.769999999999996,-0.007352941176470562,0.00653577140526128,,,,,,,0.004763331423764061,-0.012160909174483425,-0.002355713692459016,0.0,-0.0073260400920727164,-0.007352941176470562,0.24481509624511744,774334.6,,-0.13166144480663888,-0.06826259987287106,2,12,20
2023-12-20,18.04,18.24,17.97,18.21,2389371,CTG,0.0016501650165017256,0.0016488049901837165,18.184,-0.007629427792915533,0.014859384984140182,,,,,,,0.017198759577996103,-0.02432402951508239,-0.0021822158141602266,0.0,-0.009221654717453731,-0.007629427792915533,0.03473645599978181,3276616.0,,-0.09013800255640447,-0.04845284149372127,2,12,20
2023-12-20,20.61,20.72,20.53,20.61,17666787,HPG,0.0,0.0,20.432,-0.005308880308880326,0.013876497036013704,,,,,,,0.022572106509676004,-0.0074165976550499835,-0.009316076203066626,-0.01116245514047387,-0.021485667755491544,-0.005308880308880326,-0.13829164099646818,23906051.2,,-0.18061657981635548,-0.11124293295019475,2,12,20
2023-12-20,53.92,53.99,53.46,53.86,1873375,VCB,-0.001112759643916994,-0.0011133792205990645,54.508,-0.030946383591219817,0.012841357804788867,,,,,,,-0.003702336698535369,-0.008646912491079295,-0.026393433724502202,0.008420725203810875,-0.006098673611196759,-0.030946383591219817,-0.046265448628791006,1803415.2,,-0.41959784391082167,-0.18162068113549223,2,12,20
2023-12-20,39.85,39.95,39.5,39.95,2358415,VHM,0.0113924050632912,0.011328000305207642,39.91,-0.019631901840490684,0.009669922546327054,,,,,,,-0.010075651988741718,0.0,-0.00997514505681929,-0.011104370734234426,-0.007334996211565414,-0.019631901840490684,-0.5490481580768892,4532288.8,,-0.2996256706378233,-0.15507153583068198,2,12,20
2023-12-20,58.08,59.12,58.08,59.03,2605917,VNM,0.016356749311294827,0.016224418736057622,58.702,-0.0015223274695533862,0.011763917523768723,,,,,,,0.0,-0.016224418736057622,-0.004394868466678581,0.0028713810793297156,-0.01743840300163768,-0.0015223274695533862,-0.1501109685162506,2879061.6,,-0.39235802638891926,-0.21877752053817529,2,12,20
2023-12-21,33.43,34.25,33.43,34.16,1137420,BID,0.012148148148148019,0.012074951601830364,33.802,0.004705882352941115,0.008988250271473925,,,,,,,0.0023731841455556513,0.004763331423764061,-0.012160909174483425,-0.002355713692459016,0.0,0.004705882352941115,0.10911429410026718,845687.2,,-0.10506936040997772,-0.0756239519802924,3,12,21
2023-12-21,18.11,18.24,18.0,18.21,2581937,CTG,0.0,0.0,18.156,-0.007629427792915533,0.014859384984140182,,,,,,,0.0016488049901837165,0.017198759577996103,-0.02432402951508239,-0.0021822158141602266,0.0,-0.007629427792915533,0.08059275851259606,3017930.4,,-0.09160786920147856,-0.057083847035272736,3,12,21
2023-12-21,20.53,20.68,20.42,20.61,14312119,HPG,0.0,0.0,20.456,0.005856515373352966,0.012693259964878755,,,,,,,0.0,0.022572106509676004,-0.0074165976550499835,-0.009316076203066626,-0.01116245514047387,0.005856515373352966,-0.18988557455297328,20411563.4,,-0.1771172293924721,-0.12441779223865021,3,12,21
2023-12-21,53.79,53.79,53.33,53.72,2031463,VCB,-0.0025993316004455647,-0.002602715728416083,54.041999999999994,-0.041570026761819756,0.010398965277288931,,,,,,,-0.0011133792205990645,-0.003702336698535369,-0.008646912491079295,-0.026393433724502202,0.008420725203810875,-0.041570026761819756,0.08438673517048101,2041320.4,,-0.49126725139563376,-0.24354999518752057,3,12,21
2023-12-21,39.7,40.45,39.65,40.2,3558160,VHM,0.006257822277847325,0.006238323412691926,39.89,-0.002481389578163684,0.00957898781547108,,,,,,,0.011328000305207642,-0.010075651988741718,0.0,-0.00997514505681929,-0.011104370734234426,-0.002481389578163684,0.5087081790100554,4302566.0,,-0.29067082564076685,-0.18219139379269897,3,12,21
2023-12-21,58.86,59.2,58.77,58.77,2587654,VNM,-0.004404540064373963,-0.00441426862803862,58.598,-0.008770450328891788,0.011723309939337337,,,,,,,0.016224418736057622,0.0,-0.016224418736057622,-0.004394868466678581,0.0028713810793297156,-0.008770450328891788,-0.007008281537746575,3103960.4,,-0.4010217169923891,-0.2552263598290181,3,12,21
2023-12-22,34.16,34.69,33.84,34.69,1190985,BID,0.015515222482435531,0.015396092061289224,33.955999999999996,0.022700471698113178,0.010703769527282697,,,,,,,0.012074951601830364,0.0023731841455556513,0.004763331423764061,-0.012160909174483425,-0.002355713692459016,0.022700471698113178,0.04709342195495059,971362.6,,-0.040758532345243736,-0.06865086805328267,4,12,22
2023-12-22,18.18,18.24,18.07,18.14,2170049,CTG,-0.0038440417353102774,-0.0038514490525258793,18.122,-0.009284543965046299,0.014896358318864567,,,,,,,0.0,0.0016488049901837165,0.017198759577996103,-0.02432402951508239,-0.0021822158141602266,-0.009284543965046299,-0.1595267429065852,2657776.6,,-0.09729955538549362,-0.06512698870531691,4,12,22
2023-12-22,20.61,20.72,20.49,20.49,17434981,HPG,-0.005822416302765698,-0.005839432651559395,20.493999999999996,0.009359605911329894,0.012054532670212476,,,,,,,0.0,0.0,0.022572106509676004,-0.0074165976550499835,-0.009316076203066626,0.009359605911329894,0.2181970398653057,16959875.2,,-0.18192979268552634,-0.13592019232802544,4,12,22
2023-12-22,53.72,53.86,53.39,53.72,1581238,VCB,0.0,0.0,53.86800000000001,-0.01593698479575023,0.003349293905101101,,,,,,,-0.002602715728416083,-0.0011133792205990645,-0.003702336698535369,-0.008646912491079295,-0.026393433724502202,-0.01593698479575023,-0.22162599072688005,1851217.8,,-0.5418200093806504,-0.30320399802614656,4,12,22
2023-12-22,40.2,40.4,40.0,40.3,3290547,VHM,0.0024875621890545485,0.0024844733276614406,39.97,0.010025062656641603,0.007984844031809631,,,,,,,0.006238323412691926,0.011328000305207642,-0.010075651988741718,0.0,-0.00997514505681929,0.010025062656641603,-0.07521106414551337,3600374.0,,-0.2723652254220994,-0.20022616011857908,4,12,22
2023-12-22,58.77,59.03,58.51,58.6,2147607,VNM,-0.0028926322953888306,-0.002896824041592083,58.512,-0.007284431644926315,0.011658156677724843,,,,,,,-0.00441426862803862,0.016224418736057622,0.0,-0.016224418736057622,-0.004394868466678581,-0.007284431644926315,-0.17005635220164672,2785146.8,,-0.41680071428010734,-0.287541230719236,4,12,22
2023-12-25,34.74,35.39,34.33,35.31,1175553,BID,0.017872585759584947,0.017714748958636672,34.315999999999995,0.053715308863026,0.006660573923595201,34.126,,,,,,0.015396092061289224,0.012074951601830364,0.0023731841455556513,0.004763331423764061,-0.012160909174483425,0.053715308863026,-0.012957342032015484,1070662.6,,0.059550618216533735,-0.04301057079931939,0,12,25
2023-12-25,18.21,18.45,18.18,18.45,4085488,CTG,0.01708930540242548,0.01694492579954554,18.238,0.03245663122551745,0.009955325647785432,18.259,,,,,,-0.0038514490525258793,0.0,0.0016488049901837165,0.017198759577996103,-0.02432402951508239,0.03245663122551745,0.8826708521328319,2707200.8,,-0.07592068210647085,-0.06728572738554771,0,12,25
2023-12-25,20.57,20.91,20.57,20.79,20414974,HPG,0.014641288433382194,0.014535139619113124,20.622,0.03176178660049622,0.011825121751952512,20.594,,,,,,-0.005839432651559395,0.0,0.0,0.022572106509676004,-0.0074165976550499835,0.03176178660049622,0.1709203468589957,18066182.0,,-0.1596954215597357,-0.1406752381743675,0,12,25
2023-12-25,53.72,54.32,53.59,54.32,1303639,VCB,0.011169024571854091,0.011107111595404007,53.908,0.003695491500369519,0.005965896737338544,54.58,,,,,,0.0,-0.002602715728416083,-0.0011133792205990645,-0.003702336698535369,-0.008646912491079295,0.003695491500369519,-0.175558012139855,1750793.4,,-0.5273890361850846,-0.34804100565793417,0,12,25
2023-12-25,40.3,41.25,40.3,41.2,5960459,VHM,0.022332506203474045,0.022086787402843644,40.23,0.03258145363408538,0.011802164163820081,40.305,,,,,,0.0024844733276614406,0.006238323412691926,0.011328000305207642,-0.010075651988741718,0.0,0.03258145363408538,0.8113885016685676,4079488.2,,-0.18312448194112818,-0.19680582448308892,0,12,25
2023-12-25,58.6,59.55,58.6,58.86,2675110,VNM,0.004436860068259385,0.004427046222359898,58.668000000000006,0.013429752066115741,0.008293291747936915,58.902,,,,,,-0.002896824041592083,-0.00441426862803862,0.016224418736057622,0.0,-0.016224418736057622,0.013429752066115741,0.24562361735643434,2616494.6,,-0.40367257011200763,-0.3107674985977903,0,12,25
2023-12-26,35.31,35.59,34.9,35.14,1165412,BID,-0.004814500141603006,-0.00482612718134412,34.61,0.043659043659043606,0.00949158386974473,34.214999999999996,0.025985401459853952,0.00994186956467605,,,,0.017714748958636672,0.015396092061289224,0.012074951601830364,0.0023731841455556513,0.004763331423764061,0.043659043659043606,-0.008626578299744891,1138978.2,,0.12390051545762049,-0.009628353547931415,1,12,26
2023-12-26,18.42,18.48,18.38,18.38,3249323,CTG,-0.003794037940379469,-0.003801253558995299,18.278,0.011001100110010986,0.008590562221887268,18.244999999999997,-0.0075593952483801186,0.011975117890016984,,,,0.01694492579954554,-0.0038514490525258793,0.0,0.0016488049901837165,0.017198759577996103,0.011001100110010986,-0.20466710463964155,2895233.6,,-0.06388970523992654,-0.06660652295642348,1,12,26
2023-12-26,20.76,21.14,20.76,21.06,33753533,HPG,0.01298701298701288,0.012903404835908017,20.712,0.02183406113537112,0.008924163653514767,20.583,-0.0051960321209260085,0.013526445930473323,,,,0.014535139619113124,-0.005839432651559395,0.0,0.0,0.022572106509676004,0.02183406113537112,0.6533713439948541,20716478.8,,-0.11891697783941879,-0.13632358610737777,1,12,26
2023-12-26,54.45,54.99,54.45,54.99,973002,VCB,0.012334315169366672,0.01225886726928227,54.122,0.01984421364985156,0.007149089270504568,54.487,-0.016630901287553623,0.011287790205531433,,,,0.011107111595404007,0.0,-0.002602715728416083,-0.0011133792205990645,-0.003702336698535369,0.01984421364985156,-0.25362619559555977,1552543.4,,-0.45662529324057743,-0.3697578631744628,1,12,26
2023-12-26,41.5,42.2,41.3,41.9,10397855,VHM,0.016990291262135804,0.016847570572611215,40.709999999999994,0.060759493670885956,0.007893509787142521,40.39,0.020706455542021995,0.011931316052066845,,,,0.022086787402843644,0.0024844733276614406,0.006238323412691926,0.011328000305207642,-0.010075651988741718,0.060759493670885956,0.7444721958493465,5113087.2,,-0.055279176000858854,-0.16850049478664292,1,12,26
2023-12-26,59.2,59.38,58.94,58.94,1977559,VNM,0.0013591573224600584,0.001358234504221123,58.839999999999996,0.014807162534435259,0.008205834071921717,58.78000000000001,-0.02027925531914887,0.00980627591348592,,,,0.004427046222359898,-0.002896824041592083,-0.00441426862803862,0.016224418736057622,0.0,0.014807162534435259,-0.26075600629506823,2398769.4,,-0.3824049634833102,-0.3250949915748943,1,12,26
2023-12-27,34.98,35.31,34.98,35.14,939903,BID,0.0,0.0,34.888,0.041185185185185214,0.009926825049982832,34.329,0.03352941176470581,0.009386404138416328,,,,-0.00482612718134412,0.017714748958636672,0.015396092061289224,0.012074951601830364,0.0023731841455556513,0.041185185185185214,-0.19350152564071765,1121854.6,,0.17290512992904183,0.026878343147463235,2,12,27
2023-12-27,18.38,18.45,18.35,18.42,3010728,CTG,0.0021762785636563198,0.0021739138996199614,18.32,0.011532125205930832,0.0085855276552538,18.252000000000002,0.003814713896457711,0.011617163043812455,,,,-0.003801253558995299,0.01694492579954554,-0.0038514490525258793,0.0,0.0016488049901837165,0.011532125205930832,-0.07342914200896622,3019505.0,,-0.050544755213543624,-0.06339416940784752,2,12,27
2023-12-27,21.1,21.21,21.02,21.02,19860170,HPG,-0.0018993352326684976,-0.0019011412570244524,20.794,0.019893255701115997,0.00919074865215074,20.613,0.014478764478764505,0.011405228490855231,,,,0.012903404835908017,0.014535139619113124,-0.005839432651559395,0.0,0.0,0.019893255701115997,-0.41161211183433744,21155155.4,,-0.08880375865296486,-0.12681962061649518,2,12,27
2023-12-27,55.05,55.25,54.79,54.92,900989,VCB,-0.001272958719767181,-0.001273769619952958,54.334,0.019680653546231053,0.007177678967148492,54.42100000000001,-0.011874775098956403,0.011180399605818436,,,,0.01225886726928227,0.011107111595404007,0.0,-0.002602715728416083,-0.0011133792205990645,0.019680653546231053,-0.07401115311170992,1358066.2,,-0.40156395283401736,-0.3761190811063737,2,12,27
2023-12-27,42.0,42.15,41.85,41.9,6037479,VHM,0.0,0.0,41.1,0.048811013767208866,0.00951991622302204,40.504999999999995,0.02822085889570558,0.011508249224558722,,,,0.016847570572611215,0.022086787402843644,0.0024844733276614406,0.006238323412691926,0.011328000305207642,0.048811013767208866,-0.4193534147187088,5848900.0,,0.04551448735406183,-0.12569749835850197,2,12,27
2023-12-27,59.38,59.56,58.94,58.94,1628408,VNM,0.0,0.0,58.822,-0.0015246484838218333,0.003494827458355025,58.762,-0.0030446549391068833,0.008181376537391195,,,,0.001358234504221123,0.004427046222359898,-0.002896824041592083,-0.00441426862803862,0.016224418736057622,-0.0015246484838218333,-0.17655655280070026,2203267.6,,-0.36138441739548455,-0.33235287673901237,2,12,27
2023-12-28,35.14,35.27,34.9,34.9,1100128,BID,-0.006829823562891302,-0.006853253550569427,35.036,0.021662763466042234,0.011502706977172624,34.419,0.026470588235294024,0.009890596400623968,,,,0.0,-0.00482612718134412,0.017714748958636672,0.015396092061289224,0.012074951601830364,0.021662763466042234,0.1704697186837365,1114396.2,,0.19018333066956927,0.059539340651884445,3,12,28
2023-12-28,18.42,18.59,18.35,18.59,2985243,CTG,0.009229098805646041,0.00918677090619191,18.396,0.020867655134541474,0.008947455481609324,18.276,0.013079019073569453,0.011942397547262434,,,,0.0021739138996199614,-0.003801253558995299,0.01694492579954554,-0.0038514490525258793,0.0,0.020867655134541474,-0.008464730125072761,3100166.2,,-0.025952047868504025,-0.055905745099978824,3,12,28
2023-12-28,21.02,21.36,20.95,21.17,31321948,HPG,0.007136060894386453,0.007110719697968726,20.906,0.027171276079573037,0.008976394208933272,20.681,0.033186920448999624,0.010597426220655728,,,,-0.0019011412570244524,0.012903404835908017,0.014535139619113124,-0.005839432651559395,0.0,0.027171276079573037,0.57712386147752,24557121.2,,-0.052232960046449506,-0.11190228850248606,3,12,28
2023-12-28,54.92,55.19,54.72,54.99,704577,VCB,0.0012745812090313446,0.001273769619952958,54.588,0.023641102010424575,0.006474931257300635,54.315,-0.018911685994647542,0.010716253047112673,,,,-0.001273769619952958,0.01225886726928227,0.011107111595404007,0.0,-0.002602715728416083,0.023641102010424575,-0.21799600217094772,1092689.0,,-0.34826445305299103,-0.3705481554956972,3,12,28
2023-12-28,42.1,43.8,42.05,43.7,13136725,VHM,0.042959427207637235,0.04206227517345251,41.8,0.08706467661691542,0.01697980701267085,40.845000000000006,0.08436724565756837,0.01584400169055822,,,,0.0,0.016847570572611215,0.022086787402843644,0.0024844733276614406,0.006238323412691926,0.08706467661691542,1.1758626406816486,7764613.0,,0.2675549416936249,-0.047047010348076596,3,12,28
2023-12-28,58.94,59.82,58.94,59.82,2410778,VNM,0.014930437733288171,0.014820075892253648,59.032,0.0178662582950484,0.006832849936073874,58.815,0.008939112835216756,0.009468157260662939,,,,0.0,0.001358234504221123,0.004427046222359898,-0.002896824041592083,-0.00441426862803862,0.0178662582950484,0.48045084524271564,2167892.4,,-0.27059755744181757,-0.3200018128795734,3,12,28
2023-12-29,34.9,35.47,34.57,35.47,883671,BID,0.016332378223495647,0.016200439577148895,35.192,0.022484865955606947,0.011700843251889212,34.574,0.04569575471698095,0.010572112713483938,,,,-0.006853253550569427,0.0,-0.00482612718134412,0.017714748958636672,0.015396092061289224,0.022484865955606947,-0.19675619564268887,1052933.4,,0.24702313659825137,0.09703609984115784,4,12,29
2023-12-29,18.66,18.76,18.59,18.59,4657613,CTG,0.0,0.0,18.486,0.02480705622932744,0.008225113942167824,18.304,0.015292190060076427,0.011891538628201989,,,,0.00918677090619191,0.0021739138996199614,-0.003801253558995299,0.01694492579954554,-0.0038514490525258793,0.02480705622932744,0.5602123512223294,3597679.0,,-0.00638850738029717,-0.046002297556042494,4,12,29
2023-12-29,21.17,21.29,21.06,21.17,20475453,HPG,0.0,0.0,21.042,0.033186920448999624,0.0073953503480679505,20.767999999999997,0.04285714285714293,0.009743660611218601,,,,0.007110719697968726,-0.0019011412570244524,0.012903404835908017,0.014535139619113124,-0.005839432651559395,0.033186920448999624,-0.34629056277087233,25165215.6,,-0.022985377547939834,-0.09411890631157681,4,12,29
2023-12-29,55.45,55.72,53.33,53.33,1623585,VCB,-0.030187306783051482,-0.03065232590721223,54.510000000000005,-0.007259865971705137,0.01736260094056473,54.189,-0.023081150393845173,0.011824728342369492,,,,0.001273769619952958,-0.001273769619952958,0.01225886726928227,0.011107111595404007,0.0,-0.007259865971705137,1.3043400508390142,1101158.4,,-0.43495841244902067,-0.3834302068863619,4,12,29
2023-12-29,44.05,44.1,43.2,43.2,5327943,VHM,-0.011441647597253968,-0.011507606851479668,42.38,0.0719602977667495,0.02066144879382899,41.175,0.0827067669172934,0.0160443933022013,,,,0.04206227517345251,0.0,0.016847570572611215,0.022086787402843644,0.0024844733276614406,0.0719602977667495,-0.5944238004525482,8172092.2,,0.39858316156998796,0.042079024035536323,4,12,29
2023-12-29,59.99,59.99,59.03,59.03,1956751,VNM,-0.013206285523236327,-0.013294263949203966,59.117999999999995,0.0073378839590443334,0.010088672204778042,58.815,0.0,0.010393141575742986,,,,0.014820075892253648,0.0,0.001358234504221123,0.004427046222359898,-0.002896824041592083,0.0073378839590443334,-0.18833214837699697,2129721.2,,-0.2594044613819264,-0.307882342580044,4,12,29
2024-01-02,35.47,35.63,34.9,35.14,1112938,BID,-0.009303636876233368,-0.009347186026579468,35.158,-0.004814500141603006,0.010190981505639362,34.737,0.048642196359295786,0.010107597597359935,,,,0.016200439577148895,-0.006853253550569427,0.0,-0.00482612718134412,0.017714748958636672,-0.004814500141603006,0.2594483693591847,1040410.4,61.55844155844154,0.2624158832762902,0.1301120565281843,1,1,2
2024-01-02,18.62,18.69,18.55,18.66,3302172,CTG,0.0037654653039269625,0.003758393685845185,18.528,0.011382113821138296,0.00479789226645707,18.383,0.04420817011751543,0.007681469920182589,,,,0.0,0.00918677090619191,0.0021739138996199614,-0.003801253558995299,0.01694492579954554,0.011382113821138296,-0.2910162351401888,3441015.8,54.069767441860485,0.01459590191821647,-0.0338826576611907,1,1,2
2024-01-02,21.29,21.33,20.79,20.79,22196509,HPG,-0.017949929145016696,-0.01811298327685229,21.041999999999998,0.0,0.011712756851496427,20.832,0.03176178660049622,0.01157514735211124,,,,0.0,0.007110719697968726,-0.0019011412570244524,0.012903404835908017,0.014535139619113124,0.0,0.08405459942693327,25521522.6,43.06569343065691,-0.030122053624062062,-0.08131953577407386,1,1,2
